,JALSH Index,JALSHTR Index,RESI20 Index,RESI20TR Index,INDI25 Index,INDI25TR Index,FINI15 Index,FINI15TR Index,FINDI30 Index,FIND30TR Index,JSHRAL Index,JSHRALTR Index
1995/10/30,5199.13,#N/A,#N/A,#N/A,6309.59,#N/A,#N/A,#N/A,7820.28,#N/A,#N/A,#N/A
1995/10/31,5234.93,#N/A,#N/A,#N/A,6369.07,#N/A,#N/A,#N/A,7885.11,#N/A,#N/A,#N/A
1995/11/02,5252.81,#N/A,#N/A,#N/A,6372.28,#N/A,#N/A,#N/A,7893.81,#N/A,#N/A,#N/A
1995/11/03,5283.92,#N/A,#N/A,#N/A,6400.16,#N/A,#N/A,#N/A,7943.11,#N/A,#N/A,#N/A
1995/11/06,5318.61,#N/A,#N/A,#N/A,6483.97,#N/A,#N/A,#N/A,8050.79,#N/A,#N/A,#N/A
1995/11/07,5358.04,#N/A,#N/A,#N/A,6529.33,#N/A,#N/A,#N/A,8122.83,#N/A,#N/A,#N/A
1995/11/08,5397.01,#N/A,#N/A,#N/A,6470.4,#N/A,#N/A,#N/A,8102.75,#N/A,#N/A,#N/A
1995/11/09,5421.84,#N/A,#N/A,#N/A,6444.16,#N/A,#N/A,#N/A,8093.96,#N/A,#N/A,#N/A
1995/11/10,5440.93,#N/A,#N/A,#N/A,6382.3,#N/A,#N/A,#N/A,8027.35,#N/A,#N/A,#N/A
1995/11/13,5452.61,#N/A,#N/A,#N/A,6400.05,#N/A,#N/A,#N/A,8059.61,#N/A,#N/A,#N/A
1995/11/14,5431.15,#N/A,#N/A,#N/A,6426.02,#N/A,#N/A,#N/A,8106.44,#N/A,#N/A,#N/A
1995/11/15,5406.68,#N/A,#N/A,#N/A,6400.43,#N/A,#N/A,#N/A,8091.4,#N/A,#N/A,#N/A
1995/11/16,5429.62,#N/A,#N/A,#N/A,6461.29,#N/A,#N/A,#N/A,8166.15,#N/A,#N/A,#N/A
1995/11/17,5439.54,#N/A,#N/A,#N/A,6464.09,#N/A,#N/A,#N/A,8192.09,#N/A,#N/A,#N/A
1995/11/20,5467.96,#N/A,#N/A,#N/A,6505.2,#N/A,#N/A,#N/A,8241.76,#N/A,#N/A,#N/A
1995/11/21,5461.38,#N/A,#N/A,#N/A,6445.26,#N/A,#N/A,#N/A,8195.78,#N/A,#N/A,#N/A
1995/11/22,5431.89,#N/A,#N/A,#N/A,6394.66,#N/A,#N/A,#N/A,8125.38,#N/A,#N/A,#N/A
1995/11/23,5387.69,#N/A,#N/A,#N/A,6344.11,#N/A,#N/A,#N/A,8045.87,#N/A,#N/A,#N/A
1995/11/24,5405.26,#N/A,#N/A,#N/A,6385.53,#N/A,#N/A,#N/A,8088.58,#N/A,#N/A,#N/A
1995/11/27,5378.11,#N/A,#N/A,#N/A,6330.87,#N/A,#N/A,#N/A,8019.19,#N/A,#N/A,#N/A
1995/11/28,5417.66,#N/A,#N/A,#N/A,6372.53,#N/A,#N/A,#N/A,8077,#N/A,#N/A,#N/A
1995/11/29,5387.37,#N/A,#N/A,#N/A,6315.4,#N/A,#N/A,#N/A,8023.05,#N/A,#N/A,#N/A
1995/11/30,5373.84,#N/A,#N/A,#N/A,6327.13,#N/A,#N/A,#N/A,8040.12,#N/A,#N/A,#N/A
1995/12/01,5366.08,#N/A,#N/A,#N/A,6369.33,#N/A,#N/A,#N/A,8104.84,#N/A,#N/A,#N/A
1995/12/04,5379.16,#N/A,#N/A,#N/A,6387.62,#N/A,#N/A,#N/A,8129.73,#N/A,#N/A,#N/A
1995/12/05,5443.63,#N/A,#N/A,#N/A,6484.56,#N/A,#N/A,#N/A,8254.67,#N/A,#N/A,#N/A
1995/12/06,5534.98,#N/A,#N/A,#N/A,6577.15,#N/A,#N/A,#N/A,8415.03,#N/A,#N/A,#N/A
1995/12/07,5618.95,#N/A,#N/A,#N/A,6709.31,#N/A,#N/A,#N/A,8572.5,#N/A,#N/A,#N/A
1995/12/08,5589.96,#N/A,#N/A,#N/A,6619.71,#N/A,#N/A,#N/A,8467.78,#N/A,#N/A,#N/A
1995/12/11,5624.8,#N/A,#N/A,#N/A,6638.57,#N/A,#N/A,#N/A,8493.66,#N/A,#N/A,#N/A
1995/12/12,5655.65,#N/A,#N/A,#N/A,6685.67,#N/A,#N/A,#N/A,8570,#N/A,#N/A,#N/A
1995/12/13,5632.54,#N/A,#N/A,#N/A,6653.27,#N/A,#N/A,#N/A,8530.45,#N/A,#N/A,#N/A
1995/12/14,5603.56,#N/A,#N/A,#N/A,6640.89,#N/A,#N/A,#N/A,8516,#N/A,#N/A,#N/A
1995/12/15,5583.34,#N/A,#N/A,#N/A,6631.75,#N/A,#N/A,#N/A,8478.44,#N/A,#N/A,#N/A
1995/12/18,5610.59,#N/A,#N/A,#N/A,6670.07,#N/A,#N/A,#N/A,8525.25,#N/A,#N/A,#N/A
1995/12/19,5570.88,#N/A,#N/A,#N/A,6624.06,#N/A,#N/A,#N/A,8455.36,#N/A,#N/A,#N/A
1995/12/20,5592.22,#N/A,#N/A,#N/A,6666.48,#N/A,#N/A,#N/A,8498.74,#N/A,#N/A,#N/A
1995/12/21,5622.35,#N/A,#N/A,#N/A,6690.17,#N/A,#N/A,#N/A,8548.78,#N/A,#N/A,#N/A
1995/12/22,5622.2,#N/A,#N/A,#N/A,6701.66,#N/A,#N/A,#N/A,8550.98,#N/A,#N/A,#N/A
1995/12/27,5611.97,#N/A,#N/A,#N/A,6691.43,#N/A,#N/A,#N/A,8538.69,#N/A,#N/A,#N/A
1995/12/28,5602.74,#N/A,#N/A,#N/A,6683.96,#N/A,#N/A,#N/A,8529.96,#N/A,#N/A,#N/A
1995/12/29,5595.3,#N/A,#N/A,#N/A,6678.04,#N/A,#N/A,#N/A,8516.11,#N/A,#N/A,#N/A
1996/01/02,5616.81,#N/A,#N/A,#N/A,6695.91,#N/A,#N/A,#N/A,8537.05,#N/A,#N/A,#N/A
1996/01/03,5766.04,#N/A,#N/A,#N/A,6921.72,#N/A,#N/A,#N/A,8782.63,#N/A,#N/A,#N/A
1996/01/04,5822.53,#N/A,#N/A,#N/A,6955.44,#N/A,#N/A,#N/A,8837.38,#N/A,#N/A,#N/A
1996/01/05,5872.01,#N/A,#N/A,#N/A,6939.11,#N/A,#N/A,#N/A,8833.13,#N/A,#N/A,#N/A
1996/01/08,5945.2,#N/A,#N/A,#N/A,6988.64,#N/A,#N/A,#N/A,8891.34,#N/A,#N/A,#N/A
1996/01/09,5962.42,#N/A,#N/A,#N/A,6955.44,#N/A,#N/A,#N/A,8873.71,#N/A,#N/A,#N/A
1996/01/10,5967.66,#N/A,#N/A,#N/A,6930.73,#N/A,#N/A,#N/A,8827.87,#N/A,#N/A,#N/A
1996/01/11,5986.73,#N/A,#N/A,#N/A,6916.55,#N/A,#N/A,#N/A,8804.19,#N/A,#N/A,#N/A
1996/01/12,6048.28,#N/A,#N/A,#N/A,7076.74,#N/A,#N/A,#N/A,9001.53,#N/A,#N/A,#N/A
1996/01/15,6036.15,#N/A,#N/A,#N/A,7104.1,#N/A,#N/A,#N/A,9037.12,#N/A,#N/A,#N/A
1996/01/16,6123.67,#N/A,#N/A,#N/A,7232.42,#N/A,#N/A,#N/A,9159.44,#N/A,#N/A,#N/A
1996/01/17,6166.76,#N/A,#N/A,#N/A,7242.85,#N/A,#N/A,#N/A,9190.82,#N/A,#N/A,#N/A
1996/01/18,6144.68,#N/A,#N/A,#N/A,7249.97,#N/A,#N/A,#N/A,9203.4,#N/A,#N/A,#N/A
1996/01/19,6138.81,#N/A,#N/A,#N/A,7231,#N/A,#N/A,#N/A,9199.55,#N/A,#N/A,#N/A
1996/01/22,6225,#N/A,#N/A,#N/A,7303.43,#N/A,#N/A,#N/A,9284,#N/A,#N/A,#N/A
1996/01/23,6250.03,#N/A,#N/A,#N/A,7321.65,#N/A,#N/A,#N/A,9296.3,#N/A,#N/A,#N/A
1996/01/24,6247.94,#N/A,#N/A,#N/A,7304.12,#N/A,#N/A,#N/A,9276.35,#N/A,#N/A,#N/A
1996/01/25,6261.5,#N/A,#N/A,#N/A,7321.14,#N/A,#N/A,#N/A,9290.22,#N/A,#N/A,#N/A
1996/01/26,6272.06,#N/A,#N/A,#N/A,7256.85,#N/A,#N/A,#N/A,9218.79,#N/A,#N/A,#N/A
1996/01/29,6248.76,#N/A,#N/A,#N/A,7242.6,#N/A,#N/A,#N/A,9197.38,#N/A,#N/A,#N/A
1996/01/30,6243.86,#N/A,#N/A,#N/A,7207.66,#N/A,#N/A,#N/A,9152.24,#N/A,#N/A,#N/A
1996/01/31,6183.93,#N/A,#N/A,#N/A,7116.94,#N/A,#N/A,#N/A,9062.46,#N/A,#N/A,#N/A
1996/02/01,6209.75,#N/A,#N/A,#N/A,7146.69,#N/A,#N/A,#N/A,9108.62,#N/A,#N/A,#N/A
1996/02/02,6302.89,#N/A,#N/A,#N/A,7122.47,#N/A,#N/A,#N/A,9091.68,#N/A,#N/A,#N/A
1996/02/05,6261.12,#N/A,#N/A,#N/A,7051.46,#N/A,#N/A,#N/A,9007.47,#N/A,#N/A,#N/A
1996/02/06,6233.13,#N/A,#N/A,#N/A,7043.91,#N/A,#N/A,#N/A,8976.29,#N/A,#N/A,#N/A
1996/02/07,6267.96,#N/A,#N/A,#N/A,7085.68,#N/A,#N/A,#N/A,9040.12,#N/A,#N/A,#N/A
1996/02/08,6192.06,#N/A,#N/A,#N/A,6999.93,#N/A,#N/A,#N/A,8947.8,#N/A,#N/A,#N/A
1996/02/09,6174.92,#N/A,#N/A,#N/A,6959.39,#N/A,#N/A,#N/A,8902.25,#N/A,#N/A,#N/A
1996/02/12,6091.83,#N/A,#N/A,#N/A,6892.72,#N/A,#N/A,#N/A,8831.17,#N/A,#N/A,#N/A
1996/02/13,6055.59,#N/A,#N/A,#N/A,6891.41,#N/A,#N/A,#N/A,8843.03,#N/A,#N/A,#N/A
1996/02/14,6072.91,#N/A,#N/A,#N/A,6974.65,#N/A,#N/A,#N/A,8942.35,#N/A,#N/A,#N/A
1996/02/15,6149.69,#N/A,#N/A,#N/A,7067.57,#N/A,#N/A,#N/A,9064.4,#N/A,#N/A,#N/A
1996/02/16,6136.72,#N/A,#N/A,#N/A,6994.52,#N/A,#N/A,#N/A,8988.55,#N/A,#N/A,#N/A
1996/02/19,6090.44,#N/A,#N/A,#N/A,6908.44,#N/A,#N/A,#N/A,8884.55,#N/A,#N/A,#N/A
1996/02/20,6032.07,#N/A,#N/A,#N/A,6829.33,#N/A,#N/A,#N/A,8768.2,#N/A,#N/A,#N/A
1996/02/21,5960.97,#N/A,#N/A,#N/A,6765.3,#N/A,#N/A,#N/A,8674.34,#N/A,#N/A,#N/A
1996/02/22,6070.01,#N/A,#N/A,#N/A,6869.59,#N/A,#N/A,#N/A,8783.37,#N/A,#N/A,#N/A
1996/02/23,6085.48,#N/A,#N/A,#N/A,6902.49,#N/A,#N/A,#N/A,8816.16,#N/A,#N/A,#N/A
1996/02/26,6103.91,#N/A,#N/A,#N/A,6915.02,#N/A,#N/A,#N/A,8828.67,#N/A,#N/A,#N/A
1996/02/27,6036.79,#N/A,#N/A,#N/A,6831,#N/A,#N/A,#N/A,8715.58,#N/A,#N/A,#N/A
1996/02/28,6014,#N/A,#N/A,#N/A,6853.11,#N/A,#N/A,#N/A,8740.53,#N/A,#N/A,#N/A
1996/02/29,6009.22,#N/A,#N/A,#N/A,6787.15,#N/A,#N/A,#N/A,8678.8,#N/A,#N/A,#N/A
1996/03/01,6018.36,#N/A,#N/A,#N/A,6830.3,#N/A,#N/A,#N/A,8722.39,#N/A,#N/A,#N/A
1996/03/04,6026.97,#N/A,#N/A,#N/A,6899.57,#N/A,#N/A,#N/A,8787.06,#N/A,#N/A,#N/A
1996/03/05,5961.95,#N/A,#N/A,#N/A,6878.14,#N/A,#N/A,#N/A,8758.08,#N/A,#N/A,#N/A
1996/03/06,5988.34,#N/A,#N/A,#N/A,6887.99,#N/A,#N/A,#N/A,8767.19,#N/A,#N/A,#N/A
1996/03/07,5987.01,#N/A,#N/A,#N/A,6864.38,#N/A,#N/A,#N/A,8739.83,#N/A,#N/A,#N/A
1996/03/08,6005.03,#N/A,#N/A,#N/A,6904.97,#N/A,#N/A,#N/A,8769.9,#N/A,#N/A,#N/A
1996/03/11,5869.09,#N/A,#N/A,#N/A,6727.94,#N/A,#N/A,#N/A,8543.76,#N/A,#N/A,#N/A
1996/03/12,5972.37,#N/A,#N/A,#N/A,6843.88,#N/A,#N/A,#N/A,8708.01,#N/A,#N/A,#N/A
1996/03/13,5972.93,#N/A,#N/A,#N/A,6850.81,#N/A,#N/A,#N/A,8715.74,#N/A,#N/A,#N/A
1996/03/14,5974.73,#N/A,#N/A,#N/A,6850.46,#N/A,#N/A,#N/A,8743.51,#N/A,#N/A,#N/A
1996/03/15,6014.45,#N/A,#N/A,#N/A,6885.71,#N/A,#N/A,#N/A,8861.08,#N/A,#N/A,#N/A
1996/03/18,5958.9,#N/A,#N/A,#N/A,6802.69,#N/A,#N/A,#N/A,8754.58,#N/A,#N/A,#N/A
1996/03/19,5947.75,#N/A,#N/A,#N/A,6797.39,#N/A,#N/A,#N/A,8743.68,#N/A,#N/A,#N/A
1996/03/20,5938,#N/A,#N/A,#N/A,6806.94,#N/A,#N/A,#N/A,8743.98,#N/A,#N/A,#N/A
1996/03/22,6004.95,#N/A,#N/A,#N/A,6894.99,#N/A,#N/A,#N/A,8830.09,#N/A,#N/A,#N/A
1996/03/25,6042.67,#N/A,#N/A,#N/A,6917.34,#N/A,#N/A,#N/A,8862,#N/A,#N/A,#N/A
1996/03/26,6047.18,#N/A,#N/A,#N/A,6878.71,#N/A,#N/A,#N/A,8804.25,#N/A,#N/A,#N/A
1996/03/27,6078.37,#N/A,#N/A,#N/A,6894.52,#N/A,#N/A,#N/A,8811.78,#N/A,#N/A,#N/A
1996/03/28,6035.7,#N/A,#N/A,#N/A,6802.46,#N/A,#N/A,#N/A,8696.64,#N/A,#N/A,#N/A
1996/03/29,6067.78,#N/A,#N/A,#N/A,6849.63,#N/A,#N/A,#N/A,8753.13,#N/A,#N/A,#N/A
1996/04/01,6030.27,#N/A,#N/A,#N/A,6860.82,#N/A,#N/A,#N/A,8756.14,#N/A,#N/A,#N/A
1996/04/02,6019.24,#N/A,#N/A,#N/A,6835.67,#N/A,#N/A,#N/A,8726.88,#N/A,#N/A,#N/A
1996/04/03,6004.93,#N/A,#N/A,#N/A,6742.42,#N/A,#N/A,#N/A,8646.22,#N/A,#N/A,#N/A
1996/04/04,6022.49,#N/A,#N/A,#N/A,6754.2,#N/A,#N/A,#N/A,8654.89,#N/A,#N/A,#N/A
1996/04/09,6014.36,#N/A,#N/A,#N/A,6678.3,#N/A,#N/A,#N/A,8576.76,#N/A,#N/A,#N/A
1996/04/10,5983.22,#N/A,#N/A,#N/A,6616.87,#N/A,#N/A,#N/A,8507.73,#N/A,#N/A,#N/A
1996/04/11,5986.21,#N/A,#N/A,#N/A,6597.47,#N/A,#N/A,#N/A,8483.71,#N/A,#N/A,#N/A
1996/04/12,6006.32,#N/A,#N/A,#N/A,6620.22,#N/A,#N/A,#N/A,8518.6,#N/A,#N/A,#N/A
1996/04/15,6035.86,#N/A,#N/A,#N/A,6679.71,#N/A,#N/A,#N/A,8555.15,#N/A,#N/A,#N/A
1996/04/16,6156.14,#N/A,#N/A,#N/A,6865.3,#N/A,#N/A,#N/A,8747.27,#N/A,#N/A,#N/A
1996/04/17,6203.27,#N/A,#N/A,#N/A,6954.35,#N/A,#N/A,#N/A,8870.96,#N/A,#N/A,#N/A
1996/04/18,6234.24,#N/A,#N/A,#N/A,6980.63,#N/A,#N/A,#N/A,8909.05,#N/A,#N/A,#N/A
1996/04/19,6308.7,#N/A,#N/A,#N/A,7083.54,#N/A,#N/A,#N/A,9025.2,#N/A,#N/A,#N/A
1996/04/22,6405.84,#N/A,#N/A,#N/A,7244.74,#N/A,#N/A,#N/A,9230.99,#N/A,#N/A,#N/A
1996/04/23,6348.91,#N/A,#N/A,#N/A,7117.6,#N/A,#N/A,#N/A,9065.35,#N/A,#N/A,#N/A
1996/04/24,6311.67,#N/A,#N/A,#N/A,7031.38,#N/A,#N/A,#N/A,8972.08,#N/A,#N/A,#N/A
1996/04/25,6380,#N/A,#N/A,#N/A,7100.25,#N/A,#N/A,#N/A,9029.72,#N/A,#N/A,#N/A
1996/04/26,6390.13,#N/A,#N/A,#N/A,7006.64,#N/A,#N/A,#N/A,8893.69,#N/A,#N/A,#N/A
1996/04/29,6286.52,#N/A,#N/A,#N/A,6846.25,#N/A,#N/A,#N/A,8688.35,#N/A,#N/A,#N/A
1996/04/30,6334.62,#N/A,#N/A,#N/A,6890.52,#N/A,#N/A,#N/A,8731.11,#N/A,#N/A,#N/A
1996/05/02,6358.97,#N/A,#N/A,#N/A,6922.3,#N/A,#N/A,#N/A,8745.35,#N/A,#N/A,#N/A
1996/05/03,6300.21,#N/A,#N/A,#N/A,6814.05,#N/A,#N/A,#N/A,8617.27,#N/A,#N/A,#N/A
1996/05/06,6236.81,#N/A,#N/A,#N/A,6743.32,#N/A,#N/A,#N/A,8546.16,#N/A,#N/A,#N/A
1996/05/07,6249.44,#N/A,#N/A,#N/A,6778.88,#N/A,#N/A,#N/A,8572.84,#N/A,#N/A,#N/A
1996/05/08,6184.13,#N/A,#N/A,#N/A,6569.4,#N/A,#N/A,#N/A,8321.38,#N/A,#N/A,#N/A
1996/05/09,6083.01,#N/A,#N/A,#N/A,6428.84,#N/A,#N/A,#N/A,8142.99,#N/A,#N/A,#N/A
1996/05/10,6129.68,#N/A,#N/A,#N/A,6503.14,#N/A,#N/A,#N/A,8272.59,#N/A,#N/A,#N/A
1996/05/13,6174.59,#N/A,#N/A,#N/A,6615.15,#N/A,#N/A,#N/A,8393.68,#N/A,#N/A,#N/A
1996/05/14,6223.39,#N/A,#N/A,#N/A,6729.89,#N/A,#N/A,#N/A,8532.71,#N/A,#N/A,#N/A
1996/05/15,6200.37,#N/A,#N/A,#N/A,6655.14,#N/A,#N/A,#N/A,8480.95,#N/A,#N/A,#N/A
1996/05/16,6166.44,#N/A,#N/A,#N/A,6564.75,#N/A,#N/A,#N/A,8388.92,#N/A,#N/A,#N/A
1996/05/17,6123.48,#N/A,#N/A,#N/A,6536.58,#N/A,#N/A,#N/A,8317.2,#N/A,#N/A,#N/A
1996/05/20,6062.33,#N/A,#N/A,#N/A,6460.51,#N/A,#N/A,#N/A,8230.5,#N/A,#N/A,#N/A
1996/05/21,6045.69,#N/A,#N/A,#N/A,6500.55,#N/A,#N/A,#N/A,8246.22,#N/A,#N/A,#N/A
1996/05/22,6045.92,#N/A,#N/A,#N/A,6507.66,#N/A,#N/A,#N/A,8258.34,#N/A,#N/A,#N/A
1996/05/23,6068.38,#N/A,#N/A,#N/A,6531.44,#N/A,#N/A,#N/A,8288.38,#N/A,#N/A,#N/A
1996/05/24,6085.14,#N/A,#N/A,#N/A,6597.77,#N/A,#N/A,#N/A,8361.19,#N/A,#N/A,#N/A
1996/05/27,6085.39,#N/A,#N/A,#N/A,6620.19,#N/A,#N/A,#N/A,8404.8,#N/A,#N/A,#N/A
1996/05/28,6143.14,#N/A,#N/A,#N/A,6712.9,#N/A,#N/A,#N/A,8528.05,#N/A,#N/A,#N/A
1996/05/29,6159.43,#N/A,#N/A,#N/A,6751.35,#N/A,#N/A,#N/A,8564.55,#N/A,#N/A,#N/A
1996/05/30,6144.77,#N/A,#N/A,#N/A,6721.85,#N/A,#N/A,#N/A,8527.6,#N/A,#N/A,#N/A
1996/05/31,6209.62,#N/A,#N/A,#N/A,6850.13,#N/A,#N/A,#N/A,8678.75,#N/A,#N/A,#N/A
1996/06/03,6201.93,#N/A,#N/A,#N/A,6823.17,#N/A,#N/A,#N/A,8661.85,#N/A,#N/A,#N/A
1996/06/04,6213.36,#N/A,#N/A,#N/A,6851.58,#N/A,#N/A,#N/A,8701.44,#N/A,#N/A,#N/A
1996/06/05,6190.92,#N/A,#N/A,#N/A,6824.89,#N/A,#N/A,#N/A,8674.83,#N/A,#N/A,#N/A
1996/06/06,6199.72,#N/A,#N/A,#N/A,6870.7,#N/A,#N/A,#N/A,8757.28,#N/A,#N/A,#N/A
1996/06/07,6179.66,#N/A,#N/A,#N/A,6809.04,#N/A,#N/A,#N/A,8715.39,#N/A,#N/A,#N/A
1996/06/10,6192.64,#N/A,#N/A,#N/A,6861.06,#N/A,#N/A,#N/A,8802.07,#N/A,#N/A,#N/A
1996/06/11,6143.87,#N/A,#N/A,#N/A,6842.14,#N/A,#N/A,#N/A,8783.45,#N/A,#N/A,#N/A
1996/06/12,6182.18,#N/A,#N/A,#N/A,6907.67,#N/A,#N/A,#N/A,8865.04,#N/A,#N/A,#N/A
1996/06/13,6193.7,#N/A,#N/A,#N/A,6918.45,#N/A,#N/A,#N/A,8885.87,#N/A,#N/A,#N/A
1996/06/14,6170.77,#N/A,#N/A,#N/A,6894.01,#N/A,#N/A,#N/A,8862.69,#N/A,#N/A,#N/A
1996/06/18,6171.49,#N/A,#N/A,#N/A,6978.63,#N/A,#N/A,#N/A,8935.38,#N/A,#N/A,#N/A
1996/06/19,6211.32,#N/A,#N/A,#N/A,6967.14,#N/A,#N/A,#N/A,8951.12,#N/A,#N/A,#N/A
1996/06/20,6185.55,#N/A,#N/A,#N/A,6914.53,#N/A,#N/A,#N/A,8880.66,#N/A,#N/A,#N/A
1996/06/21,6198.44,#N/A,#N/A,#N/A,6900.89,#N/A,#N/A,#N/A,8868.38,#N/A,#N/A,#N/A
1996/06/24,6203.7,#N/A,#N/A,#N/A,6882.73,#N/A,#N/A,#N/A,8842.69,#N/A,#N/A,#N/A
1996/06/25,6230.38,#N/A,#N/A,#N/A,6906.8,#N/A,#N/A,#N/A,8875.53,#N/A,#N/A,#N/A
1996/06/26,6243.82,#N/A,#N/A,#N/A,6922.83,#N/A,#N/A,#N/A,8913.48,#N/A,#N/A,#N/A
1996/06/27,6235.29,#N/A,#N/A,#N/A,6925.93,#N/A,#N/A,#N/A,8915.74,#N/A,#N/A,#N/A
1996/06/28,6208.41,#N/A,#N/A,#N/A,6922.37,#N/A,#N/A,#N/A,8905.45,#N/A,#N/A,#N/A
1996/07/01,6192.49,#N/A,#N/A,#N/A,6911.36,#N/A,#N/A,#N/A,8881.64,#N/A,#N/A,#N/A
1996/07/02,6237.79,#N/A,#N/A,#N/A,6974.89,#N/A,#N/A,#N/A,8926.8,#N/A,#N/A,#N/A
1996/07/03,6254.69,#N/A,#N/A,#N/A,6956.87,#N/A,#N/A,#N/A,8897.43,#N/A,#N/A,#N/A
1996/07/04,6257.02,#N/A,#N/A,#N/A,6981.29,#N/A,#N/A,#N/A,8935.63,#N/A,#N/A,#N/A
1996/07/05,6239.39,#N/A,#N/A,#N/A,6941.13,#N/A,#N/A,#N/A,8892.07,#N/A,#N/A,#N/A
1996/07/08,6211.92,#N/A,#N/A,#N/A,6873.15,#N/A,#N/A,#N/A,8801.81,#N/A,#N/A,#N/A
1996/07/09,6253.49,#N/A,#N/A,#N/A,6933.44,#N/A,#N/A,#N/A,8864.88,#N/A,#N/A,#N/A
1996/07/10,6276.88,#N/A,#N/A,#N/A,6930.18,#N/A,#N/A,#N/A,8878.94,#N/A,#N/A,#N/A
1996/07/11,6232.84,#N/A,#N/A,#N/A,6841.2,#N/A,#N/A,#N/A,8786.42,#N/A,#N/A,#N/A
1996/07/12,6145.92,#N/A,#N/A,#N/A,6715.94,#N/A,#N/A,#N/A,8637.92,#N/A,#N/A,#N/A
1996/07/15,6151.91,#N/A,#N/A,#N/A,6742.76,#N/A,#N/A,#N/A,8677.05,#N/A,#N/A,#N/A
1996/07/16,5984.13,#N/A,#N/A,#N/A,6506.35,#N/A,#N/A,#N/A,8378.18,#N/A,#N/A,#N/A
1996/07/17,6042.05,#N/A,#N/A,#N/A,6661.59,#N/A,#N/A,#N/A,8570.07,#N/A,#N/A,#N/A
1996/07/18,6071.04,#N/A,#N/A,#N/A,6703.52,#N/A,#N/A,#N/A,8612.59,#N/A,#N/A,#N/A
1996/07/19,6144.19,#N/A,#N/A,#N/A,6803.55,#N/A,#N/A,#N/A,8725.56,#N/A,#N/A,#N/A
1996/07/22,6107.81,#N/A,#N/A,#N/A,6722.53,#N/A,#N/A,#N/A,8633.45,#N/A,#N/A,#N/A
1996/07/23,6113.39,#N/A,#N/A,#N/A,6725.36,#N/A,#N/A,#N/A,8633.75,#N/A,#N/A,#N/A
1996/07/24,5991.06,#N/A,#N/A,#N/A,6569.45,#N/A,#N/A,#N/A,8442.09,#N/A,#N/A,#N/A
1996/07/25,6022.71,#N/A,#N/A,#N/A,6656.55,#N/A,#N/A,#N/A,8537.91,#N/A,#N/A,#N/A
1996/07/26,6003.58,#N/A,#N/A,#N/A,6633.38,#N/A,#N/A,#N/A,8511.64,#N/A,#N/A,#N/A
1996/07/29,6020.08,#N/A,#N/A,#N/A,6649.03,#N/A,#N/A,#N/A,8532.51,#N/A,#N/A,#N/A
1996/07/30,5999.22,#N/A,#N/A,#N/A,6648.24,#N/A,#N/A,#N/A,8521.28,#N/A,#N/A,#N/A
1996/07/31,5972.29,#N/A,#N/A,#N/A,6582.51,#N/A,#N/A,#N/A,8441.72,#N/A,#N/A,#N/A
1996/08/01,5980.83,#N/A,#N/A,#N/A,6599.03,#N/A,#N/A,#N/A,8441.82,#N/A,#N/A,#N/A
1996/08/02,6052.55,#N/A,#N/A,#N/A,6721.01,#N/A,#N/A,#N/A,8580.6,#N/A,#N/A,#N/A
1996/08/05,6128.92,#N/A,#N/A,#N/A,6837.47,#N/A,#N/A,#N/A,8717.66,#N/A,#N/A,#N/A
1996/08/06,6111.73,#N/A,#N/A,#N/A,6829.73,#N/A,#N/A,#N/A,8726.47,#N/A,#N/A,#N/A
1996/08/07,6072.32,#N/A,#N/A,#N/A,6779.65,#N/A,#N/A,#N/A,8673.04,#N/A,#N/A,#N/A
1996/08/08,6022.17,#N/A,#N/A,#N/A,6740.41,#N/A,#N/A,#N/A,8625.79,#N/A,#N/A,#N/A
1996/08/12,6027.59,#N/A,#N/A,#N/A,6742.48,#N/A,#N/A,#N/A,8620.01,#N/A,#N/A,#N/A
1996/08/13,6051.19,#N/A,#N/A,#N/A,6766.09,#N/A,#N/A,#N/A,8635.24,#N/A,#N/A,#N/A
1996/08/14,5986.32,#N/A,#N/A,#N/A,6709.54,#N/A,#N/A,#N/A,8560.68,#N/A,#N/A,#N/A
1996/08/15,5937.98,#N/A,#N/A,#N/A,6634.72,#N/A,#N/A,#N/A,8462.48,#N/A,#N/A,#N/A
1996/08/16,5907.81,#N/A,#N/A,#N/A,6604.38,#N/A,#N/A,#N/A,8412.65,#N/A,#N/A,#N/A
1996/08/19,5897.52,#N/A,#N/A,#N/A,6601.85,#N/A,#N/A,#N/A,8408.35,#N/A,#N/A,#N/A
1996/08/20,5830.21,#N/A,#N/A,#N/A,6521.68,#N/A,#N/A,#N/A,8293.19,#N/A,#N/A,#N/A
1996/08/21,5806.38,#N/A,#N/A,#N/A,6430.71,#N/A,#N/A,#N/A,8201.69,#N/A,#N/A,#N/A
1996/08/22,5858.09,#N/A,#N/A,#N/A,6533.78,#N/A,#N/A,#N/A,8334.35,#N/A,#N/A,#N/A
1996/08/23,5941.14,#N/A,#N/A,#N/A,6581.82,#N/A,#N/A,#N/A,8434.78,#N/A,#N/A,#N/A
1996/08/26,5939.29,#N/A,#N/A,#N/A,6571.53,#N/A,#N/A,#N/A,8407.52,#N/A,#N/A,#N/A
1996/08/27,5998.15,#N/A,#N/A,#N/A,6673.42,#N/A,#N/A,#N/A,8519.58,#N/A,#N/A,#N/A
