,JALSH Index,JALSHTR Index,RESI20 Index,RESI20TR Index,INDI25 Index,INDI25TR Index,FINI15 Index,FINI15TR Index,FINDI30 Index,FIND30TR Index,JSHRAL Index,JSHRALTR Index
2016/02/19,48940.43,6577.03,26973.53,1612.89,66933.67,12290.4,14650.86,7247.22,69977.9,10469.92,10777.58,16836.32
2016/02/22,49112.8,6600.19,27629.27,1652.1,66871.7,12279.02,14675.98,7259.65,69968.84,10468.56,10819.07,16901.14
2016/02/23,48421.99,6507.35,26941.62,1610.98,66113.38,12139.78,14343.87,7095.36,68991.54,10322.34,10684.16,16690.38
2016/02/24,47995.82,6450.08,26023.6,1556.09,66101.84,12137.66,14074.18,6961.96,68791.93,10292.47,10601.11,16560.64
2016/02/25,48373.17,6500.79,26453.44,1581.79,66327.9,12179.17,14255.46,7051.63,69098.81,10338.39,10681.94,16686.91
2016/02/26,49429.4,6642.74,27282.49,1631.37,67992.48,12484.82,14425.69,7135.84,70769.62,10588.37,10886.98,17007.22
2016/02/29,49415.31,6643.16,27448.66,1641.3,68003.49,12490.94,14287.26,7067.36,70632.21,10570.71,10889.7,17019.37
2016/03/01,50315.09,6764.13,27976.95,1672.89,69097.11,12691.82,14700.22,7271.63,71913.97,10762.53,11104.8,17355.55
2016/03/02,50966.93,6851.76,28537.82,1706.43,69932.46,12845.25,14833.65,7337.64,72744.26,10886.79,11266.05,17607.56
2016/03/03,51787.01,6962,29822.69,1783.26,70451.45,12940.58,15103.94,7471.34,73435.84,10990.29,11432.76,17868.12
2016/03/04,52200.71,7017.62,31020.56,1854.89,70540.23,12956.89,15065.81,7452.48,73487.06,10997.96,11502.95,17977.81
2016/03/07,52673.79,7088.73,31713.1,1904.95,70407.51,12932.51,15515.95,7675.14,73773.67,11040.85,11616.9,18166.68
2016/03/08,52247.84,7031.4,30513.7,1832.91,70538.42,12956.56,15306.15,7571.36,73661.78,11024.11,11541.29,18048.43
2016/03/09,51484.46,6928.67,29516.59,1773.01,69754.82,12812.62,15150.68,7494.46,72876.92,10906.64,11376.39,17790.57
2016/03/10,51533.78,6935.31,29565.66,1775.96,69910.25,12841.17,15005.6,7422.69,72840.37,10901.17,11372.05,17783.77
2016/03/11,51739.83,6963.04,29869.59,1794.22,70282.77,12909.6,14931.75,7386.16,73101.01,10940.18,11424.38,17865.61
2016/03/14,52471.72,7070.62,30293.24,1819.66,71442.01,13147.48,15162.83,7502.4,74313.24,11139.71,11542.87,18081.69
2016/03/15,52253.79,7041.26,29512.67,1772.78,71544.06,13166.26,15136.76,7489.5,74453.74,11160.77,11491.82,18001.73
2016/03/16,52685.7,7099.46,30076.33,1806.63,72064.61,13262.05,15280.83,7560.78,75078.59,11254.44,11593.84,18161.54
2016/03/17,53190.56,7169.02,30747.48,1846.95,72046.1,13260.68,15711.33,7773.79,75425.81,11306.49,11767.34,18438.58
2016/03/18,53824.28,7254.43,30511.7,1832.79,73121.61,13458.63,16055.69,7944.18,76591.76,11481.27,11960.11,18740.63
2016/03/22,53392.86,7196.29,30175.79,1812.61,72293.5,13306.21,16016.89,7924.98,75830.18,11367.11,11931.24,18695.39
2016/03/23,52569.55,7085.32,28966.07,1739.94,71769.15,13209.7,15693.04,7764.74,75088.04,11255.86,11740.53,18396.57
2016/03/24,52323.78,7080.87,28973.03,1740.36,71528.32,13212.88,15417.24,7719.47,74607.21,11247.58,11651.09,18345.22
2016/03/29,51787.2,7008.25,28353.64,1703.15,70806.41,13079.53,15336.37,7678.98,73919.43,11143.9,11534.78,18162.08
2016/03/30,52495.46,7104.1,29230.86,1755.85,71121.64,13137.75,15783.21,7902.72,74565.46,11241.29,11717.84,18450.31
2016/03/31,52250.28,7070.92,28611.8,1718.66,70820.72,13082.17,15866.13,7944.23,74327.8,11205.46,11708.53,18435.66
2016/04/01,51584.13,6980.77,28037.65,1684.17,70052.52,12940.26,15569.03,7795.47,73357.69,11059.21,11565.41,18210.3
2016/04/04,51895.14,7034.26,28112.6,1693.54,70561.24,13039.33,15641.84,7874.7,73822.68,11146.99,11653.06,18387.22
2016/04/05,51226.09,6943.57,27159.52,1636.13,70168.01,12966.67,15292.99,7699.08,73139.28,11043.8,11486.75,18124.8
2016/04/06,51184.32,6937.9,27338.33,1646.9,70243.85,12980.68,15078.77,7591.23,73039.6,11028.75,11456.61,18077.25
2016/04/07,51146.82,6932.82,27625.5,1664.2,70240.81,12980.12,14839.47,7470.76,72750.18,10985.05,11461.5,18084.96
2016/04/08,51424.48,6970.46,27907.9,1681.21,70271.46,12985.79,15076.98,7590.33,73007.82,11023.95,11550.83,18225.92
2016/04/11,51428.08,6975.31,28582.07,1722,69749.56,12892.23,15098.78,7619.67,72573.46,10966.39,11538.17,18218.15
2016/04/12,52059.76,7060.99,29606.21,1783.7,70169.47,12969.85,15271.68,7706.93,73017.3,11033.46,11675.36,18434.76
2016/04/13,52938.24,7180.14,30968.27,1865.76,70943.73,13112.96,15569.72,7857.33,73905.29,11167.64,11842.53,18698.71
2016/04/14,52848,7167.9,30927.6,1863.31,70813.38,13088.86,15498.66,7821.47,73730.69,11141.26,11830.29,18679.39
2016/04/15,53038.91,7193.79,30655.68,1846.93,71467.92,13209.85,15496.56,7820.41,74296.53,11226.76,11858.82,18724.43
2016/04/18,53166.59,7219.16,30867.39,1864.6,71450.93,13206.71,15579.36,7896.42,74369.58,11248.95,11876.62,18774.51
2016/04/19,53380.94,7248.27,31597.71,1908.71,71275.96,13174.37,15653.1,7933.79,74201.38,11223.51,11901.87,18814.43
2016/04/20,53789.75,7303.78,32669.99,1973.48,70988.24,13121.18,15834.49,8025.73,74060.91,11202.26,11975.25,18930.43
2016/04/21,53323.58,7240.48,31955.67,1930.34,70425.03,13017.08,15862.65,8040,73669.51,11143.06,11899.13,18810.09
2016/04/22,52925.75,7186.46,32124.5,1940.53,69686.19,12880.52,15660.3,7937.44,72933.4,11031.72,11775.71,18614.99
2016/04/25,52985.31,7194.55,31293.86,1890.36,70356.96,13004.5,15715.96,7965.65,73529.69,11121.91,11805.7,18662.4
2016/04/26,53062.95,7205.09,31044.84,1875.32,70557.14,13041.5,15836.38,8026.69,73859.59,11171.81,11835.44,18709.41
2016/04/28,53223.98,7226.96,32025.48,1934.55,70291.93,12992.48,15739.74,7977.71,73524.67,11121.15,11877.94,18776.6
2016/04/29,52957.32,7190.89,32203.24,1945.29,69839.36,12908.83,15475.66,7843.85,72832.4,11016.44,11807.79,18666.18
2016/05/03,51912.11,7048.96,30643.32,1851.06,69274.66,12804.45,14992.53,7598.98,71954.06,10883.58,11533.74,18232.96
2016/05/04,51873.5,7043.72,30206.99,1824.7,69783.77,12898.56,14840.02,7521.68,72245.48,10927.66,11528.39,18224.49
2016/05/05,51933.8,7051.91,30850.32,1863.56,69729.4,12888.51,14652.91,7426.84,72014.67,10892.75,11515.84,18204.66
2016/05/06,51417.38,6981.78,30641.5,1850.95,68943.35,12743.22,14522.44,7360.72,71211.19,10771.22,11398.22,18018.71
2016/05/09,51348.72,6972.95,29342.07,1772.46,69706.78,12884.33,14629.24,7414.85,71985.49,10888.34,11391.64,18010
2016/05/10,51875.26,7044.46,29853.74,1803.37,70639.19,13056.67,14641.44,7421.03,72802.77,11011.96,11509.8,18196.81
2016/05/11,52130.34,7079.1,30796.16,1860.29,70427.6,13017.56,14658.88,7429.87,72536.67,10971.71,11558.88,18274.41
2016/05/12,51458.48,6987.86,30036.27,1814.39,69588.39,12862.44,14483.98,7341.22,71688.33,10843.39,11418.75,18052.85
2016/05/13,51602.55,7007.42,30286.56,1829.51,69938.04,12927.07,14450.13,7324.06,72023.3,10894.06,11425.22,18063.09
2016/05/16,52412.68,7117.76,31608.95,1909.39,70970.52,13117.91,14493.59,7346.09,73071.33,11052.58,11547.69,18257.81
2016/05/17,52528.84,7133.54,32161.41,1942.76,70895.39,13104.02,14454.88,7326.47,72980.7,11038.87,11548.51,18259.11
2016/05/18,52797.23,7169.98,31937.98,1929.27,71319.06,13182.33,14676.05,7438.57,73606.22,11133.49,11589.31,18323.62
2016/05/19,52370.1,7111.98,30873.87,1864.99,71325.38,13183.5,14551.81,7375.6,73483.69,11114.95,11509.91,18198.09
2016/05/20,52638.25,7148.39,31193.45,1884.29,71352.86,13188.58,14752.03,7477.08,73718.89,11150.53,11624.27,18378.9
2016/05/23,52628.62,7149.46,31013.66,1873.43,71493.41,13214.56,14796.85,7500.27,73802,11163.25,11645.27,18420.2
2016/05/24,53050.76,7206.81,31218,1885.78,72098.08,13326.33,15038.05,7622.53,74637.13,11289.58,11737.63,18566.28
2016/05/25,53721.88,7297.98,31717.76,1915.96,72866.83,13468.42,15360.03,7785.73,75639.56,11441.2,11879.32,18790.41
2016/05/26,53921,7325.02,31952.76,1930.16,73003.78,13493.73,15404.5,7808.28,75725.22,11454.16,11929.84,18870.33
2016/05/27,54105.37,7350.07,31679.83,1913.67,73710.46,13624.35,15405.47,7808.77,76353.4,11549.18,12000.78,18982.54
2016/05/30,54474.09,7400.23,32181.51,1943.98,74332.17,13739.26,15353.81,7782.58,76808.81,11618.06,12058.78,19074.53
2016/05/31,53905.21,7322.95,31349.65,1893.73,73978.09,13673.82,15138.03,7673.21,76344.77,11547.87,11959.28,18917.14
2016/06/01,53518.36,7270.4,30480.66,1841.23,73450.29,13576.26,15232.83,7721.26,75862.65,11474.95,11933.28,18876.01
2016/06/02,53716.91,7297.37,30658.63,1851.98,73703.95,13623.15,15320.44,7765.67,76136.78,11516.41,11962.63,18922.43
2016/06/03,54259.36,7371.06,31464.99,1900.69,74070.7,13690.93,15461.9,7837.37,76487.21,11569.42,12111.64,19158.14
2016/06/06,53990.76,7337.04,31336.68,1892.94,73390.93,13567.64,15530.5,7872.15,76008.18,11496.96,12045.7,19062.24
2016/06/07,54305.73,7379.84,31443.09,1899.37,73840.48,13650.74,15615.26,7915.11,76392.06,11555.02,12117.95,19176.59
2016/06/08,53960.18,7332.89,32006.26,1933.39,73047.13,13504.08,15331.85,7771.45,75470.74,11415.67,12013.28,19010.95
2016/06/09,53353.87,7250.49,31087.12,1877.87,72486.67,13400.47,15219.09,7714.3,74965.6,11339.26,11888.1,18812.84
2016/06/10,53175.15,7227.68,30560.77,1846.07,72748.02,13450.24,15051.02,7629.1,75028.69,11349.83,11867.86,18785.86
2016/06/13,52511.52,7137.48,30013.98,1813.04,71933.14,13299.58,14820.33,7512.17,74113.01,11211.31,11727.18,18563.17
2016/06/14,51394.31,6985.63,29164.04,1761.7,70533.3,13040.76,14451.72,7325.33,72593.75,10981.49,11454.69,18131.83
2016/06/15,52026.71,7071.58,29833.86,1802.16,71337.47,13189.45,14601.34,7401.17,73443.2,11109.98,11585.53,18338.95
2016/06/17,52140.61,7087.06,29848.16,1803.03,71300.95,13182.69,14791.95,7497.78,73613.46,11135.74,11604.46,18368.91
2016/06/20,53032.14,7210.7,30391.1,1835.82,72610.12,13432.42,15070.52,7638.99,74984.21,11346.19,11800.59,18687.76
2016/06/21,52955.18,7200.23,30013.47,1813.01,72467.74,13406.08,15195.82,7702.5,74972.67,11344.44,11815.61,18711.55
2016/06/22,53557.2,7282.09,30239.89,1826.69,73167.47,13535.53,15580.63,7897.55,75904.78,11485.48,11972.05,18959.29
2016/06/23,53585.53,7285.94,30410.51,1837,73066.96,13516.94,15567.69,7891,75781.55,11466.84,11990.48,18988.48
2016/06/24,51679.66,7026.8,29572.82,1786.39,70519.44,13045.66,14703.45,7452.93,72760.38,11009.69,11604.76,18377.64
2016/06/27,50086.68,6811.92,29055.89,1755.17,68444.43,12666.82,13926.71,7059.21,70338.88,10644.59,11211.31,17760.4
2016/06/28,51141.14,6955.33,29468.55,1780.1,69852.35,12927.38,14350.63,7274.09,71890.96,10879.47,11457.21,18149.94
2016/06/29,51890.42,7057.23,30177.98,1822.95,70687.18,13081.88,14532.77,7366.41,72750.64,11009.57,11667.8,18483.54
2016/06/30,52217.72,7101.74,30301.78,1830.43,70949.48,13130.42,14714.52,7458.54,73134.09,11067.6,11789.69,18676.64
2016/07/01,52357.5,7120.75,30864.83,1864.44,70820.91,13106.63,14680.46,7441.27,72976.17,11043.7,11818.3,18721.96
2016/07/04,52454.24,7134.6,31355.84,1894.1,70836.71,13111.37,14511.04,7355.4,72788.63,11015.32,11833.12,18747.79
2016/07/05,51670.16,7027.96,30679.17,1853.23,70028.93,12961.86,14197.36,7196.4,71813.76,10867.79,11646.67,18452.4
2016/07/06,50811.66,6911.19,30629.04,1850.2,68748.61,12724.88,13795.1,6992.5,70304.78,10639.43,11423.77,18099.24
2016/07/07,51097.48,6950.06,30765.73,1858.45,69027.03,12776.41,13995.38,7094.02,70694.93,10698.47,11483.58,18194
2016/07/08,51276.4,6974.4,30688.51,1853.79,69197.28,12807.92,14145.64,7170.19,71024.36,10748.33,11562.86,18319.61
2016/07/11,52170.37,7095.99,31849.47,1923.92,69819.73,12923.13,14482.56,7340.96,71856.77,10874.3,11765.56,18640.77
2016/07/12,52547.52,7147.29,32086.07,1938.21,70178.96,12989.63,14722.9,7462.79,72423.4,10960.05,11843.93,18764.92
2016/07/13,52814.88,7183.66,32175.87,1943.64,70781.23,13101.1,14741.38,7472.15,72905.25,11032.97,11886.79,18832.83
2016/07/14,52837.03,7186.67,32324.57,1952.62,70656.01,13077.92,14737.4,7470.13,72786.24,11014.96,11893.07,18842.79
2016/07/15,53088.46,7220.87,32377.75,1955.83,71056.77,13152.1,14801.94,7502.85,73130.49,11067.05,11986.78,18991.25
2016/07/18,53046.31,7215.14,32057.39,1936.48,71129.41,13165.55,14853.43,7528.95,73275.04,11088.93,11989.64,18995.79
2016/07/19,52892.92,7194.27,31876.59,1925.56,70763.63,13097.84,14891.05,7548.02,73028.61,11051.64,11990.33,18996.88
2016/07/20,52837.86,7187.52,30887.71,1865.82,71228.13,13183.82,15005.25,7605.9,73460.82,11117.04,12020.14,19046.65
2016/07/21,52974.03,7206.05,31412.4,1897.52,71007.74,13143.03,15044.36,7625.73,73308.88,11094.05,12031.73,19065.01
2016/07/22,53005.22,7210.29,31089.6,1878.02,71224.88,13183.22,15078.5,7643.03,73522.07,11126.31,12063.11,19114.74
2016/07/25,53292.52,7249.37,30817.93,1861.61,71770.75,13284.25,15240.6,7725.2,74100.48,11213.84,12143.41,19241.97
2016/07/26,53638.04,7296.37,31624.94,1910.36,71872.25,13303.04,15273.87,7742.06,74164.4,11223.52,12216.81,19358.29
2016/07/27,53764.26,7315.78,31975.91,1931.56,71760.83,13282.42,15347.96,7794.84,74198.64,11233.88,12244.36,19406.86
2016/07/28,53282.16,7250.18,32211.65,1945.8,70772.52,13099.49,15155.75,7697.22,73184.7,11080.36,12126.98,19220.82
2016/07/29,52797.58,7184.25,31313.57,1891.55,70311.61,13014.18,15104.54,7671.21,72718.19,11009.73,12004.84,19027.23
2016/08/01,53126.8,7229.04,31640.18,1911.28,70308.04,13013.52,15433.46,7838.26,73056.42,11060.94,12086.12,19156.06
2016/08/02,52532.76,7161.28,31845.27,1923.67,69235.55,12857.84,15163.31,7701.06,71904.98,10916.78,11941.58,18937.42
2016/08/04,52543.37,7162.73,31931.84,1928.9,69030.79,12819.82,15271.01,7755.76,71779.84,10897.78,11976.93,18993.48
2016/08/05,52348.36,7136.14,31843.65,1923.57,68666.24,12752.12,15279.67,7760.16,71468.91,10850.57,11911.21,18889.26
2016/08/08,52486.65,7155,32220.79,1946.35,68439.07,12709.93,15485.14,7864.51,71448.05,10847.41,11962.45,18970.51
2016/08/10,52218.61,7118.51,31791.25,1920.4,68018.21,12631.77,15445.51,7844.38,70961.85,10773.59,11936.96,18930.26
2016/08/11,52321.78,7132.57,31882.32,1925.9,68225.67,12670.3,15365.52,7803.76,71059.1,10788.36,11979.69,18998.02
2016/08/12,52806.5,7198.65,31926.14,1928.55,68981.75,12810.71,15604.72,7925.24,71967.99,10926.35,12078.82,19155.22
2016/08/15,52397.97,7142.96,31466.99,1900.82,68524.75,12725.84,15495.36,7869.7,71454.39,10848.37,12009.45,19045.22
2016/08/16,52396.4,7142.74,31609.93,1909.45,68621.05,12743.72,15400.86,7821.71,71521.1,10858.5,11971.11,18984.43
2016/08/17,52309.7,7135.91,31239.57,1889.18,69187.4,12858.69,15146.97,7692.76,71752.54,10900.5,11950.38,18966.17
2016/08/18,52989.66,7228.67,31944.43,1931.8,69767.2,12966.45,15495.61,7869.83,72723.49,11048,12102.93,19208.28
2016/08/19,52771.95,7198.97,31718.88,1918.16,69628.57,12940.68,15377.25,7809.71,72473.13,11009.97,12057.94,19136.88
2016/08/22,52828.93,7206.75,31159.47,1884.33,70243.9,13055.04,15357.81,7799.84,72985.55,11087.81,12072.58,19160.11
2016/08/23,52957.8,7224.33,31683.49,1916.02,70188.34,13044.72,15327.52,7784.46,72877.48,11071.39,12071.97,19159.13
2016/08/24,53562.8,7311.23,32578.76,1970.16,71734.04,13346.77,14948.59,7592.01,73930.81,11241.77,12114.79,19241.88
2016/08/25,53482.88,7300.32,32345.59,1956.06,71614.67,13324.56,14935.58,7585.4,73849.48,11229.41,12090.97,19204.06
2016/08/26,53506.62,7303.56,32665.75,1975.42,71453.73,13294.61,14966.44,7601.07,73700.72,11206.79,12096.02,19212.08
2016/08/29,53563.93,7311.38,32503.88,1965.63,71905.34,13378.64,14865.67,7549.9,74004.58,11252.99,12106.96,19229.46
2016/08/30,53448.69,7295.65,32121.73,1942.52,71982.83,13393.06,14794.88,7513.94,73976.36,11248.7,12072.89,19175.34
2016/08/31,52733.12,7203.48,31099.44,1886.87,71375.15,13279.99,14669.02,7450.02,73533.4,11181.35,11896.15,18901.88
2016/09/01,52631.33,7189.57,31239.3,1895.36,71318.97,13269.54,14524.68,7376.72,73415.94,11163.48,11844.65,18820.05
2016/09/02,53500.07,7308.24,31713.92,1924.15,72470.35,13483.76,14904.39,7569.56,74766.32,11368.82,12085.91,19203.39
2016/09/05,53622,7324.9,31895.46,1935.17,72531.44,13495.13,14959.96,7597.78,74900.39,11389.21,12119.09,19256.11
2016/09/06,53680.43,7332.88,31723.35,1924.73,72332.91,13458.19,15115.01,7676.53,74827.75,11378.16,12178.14,19349.93
2016/09/07,53456.43,7309.31,31600.76,1917.91,71893.81,13380.7,15067.43,7676.71,74440.79,11330.61,12127.14,19292.37
2016/09/08,53250.25,7281.11,31659.3,1921.46,71505.11,13308.36,15012.84,7648.9,74079.83,11275.67,12070.45,19202.18
2016/09/09,53347.3,7294.38,31973.65,1940.54,71587.79,13323.74,14975.99,7630.13,74122.8,11282.21,12035.2,19146.1
2016/09/12,52802,7219.82,31351.24,1902.77,71199.14,13251.41,14735.98,7507.84,73559.1,11196.41,11898.83,18929.17
2016/09/13,52805.96,7220.36,30999.4,1881.41,71276.86,13265.87,14855.16,7568.56,73747.16,11225.04,11920.68,18963.93
2016/09/14,52501.97,7188.14,31098.03,1887.4,70717.29,13177.28,14670.26,7501.96,73104.12,11147.62,11880.26,18931.42
2016/09/15,52174.26,7143.27,30824.55,1870.8,70234.03,13087.23,14642.37,7487.7,72712.72,11087.93,11821.46,18837.72
2016/09/16,51832.55,7096.49,30603.96,1857.41,69752.41,12997.48,14554.68,7442.86,72199.76,11009.71,11740.04,18707.97
2016/09/19,51975.89,7116.11,30801.59,1869.41,69588.2,12966.88,14744.57,7539.96,72243.88,11016.44,11808.09,18816.41
2016/09/20,51335.75,7028.47,30367.8,1843.08,68527.66,12769.27,14629.03,7480.88,71220.6,10860.4,11665.69,18589.5
2016/09/21,50757.82,6964.87,30595.28,1857.84,67177.1,12546.21,14513.26,7452.61,69946.27,10696.88,11529.21,18400.73
2016/09/22,51895.18,7120.94,31678.48,1923.61,68475.58,12788.72,14851.32,7626.2,71375.89,10915.52,11779.17,18799.66
2016/09/23,51999.45,7135.25,31745.03,1927.65,68669.91,12825.02,14884.01,7642.99,71597.19,10949.36,11794.47,18824.08
2016/09/26,51479.8,7063.23,31374.06,1905.13,68014.58,12702.62,14699.96,7548.48,70877.08,10839.23,11660.88,18608.47
2016/09/27,50899.66,6983.64,30764.74,1868.13,67308.62,12570.78,14529.29,7460.84,70090.26,10718.9,11542.48,18419.53
2016/09/28,51773.5,7111.46,31269.32,1906.57,68709.64,12832.44,14732.06,7564.97,71480.52,10931.52,11724.69,18737.45
2016/09/29,52698.58,7238.53,32606.05,1988.08,69519.67,12983.72,14950.63,7677.2,72401.59,11072.38,11905.38,19026.22
2016/09/30,51949.83,7135.68,32458.44,1979.08,68217.66,12740.55,14728.46,7563.11,71125.38,10877.2,11722.67,18734.24
2016/10/03,51658.99,7095.73,32382.59,1974.45,67604.26,12625.99,14638.22,7516.78,70503.89,10782.16,11647.73,18614.46
2016/10/04,52040.85,7148.19,32257.78,1966.84,68247.69,12746.16,14880.42,7641.15,71322.2,10907.3,11734.5,18753.14
2016/10/05,51868.53,7131.71,32159.03,1960.82,68112.84,12724.29,14762.34,7612.55,71063.2,10883.12,11688.53,18702.32
2016/10/06,51610.78,7096.27,32293.06,1968.99,67310.48,12574.39,14743.39,7602.77,70462.11,10791.07,11615.38,18585.28
2016/10/07,51662.07,7103.32,32321.2,1970.71,67469.69,12604.14,14712.4,7586.79,70579.03,10808.98,11633.13,18613.68
2016/10/10,51675.51,7105.17,32550.6,1984.7,67349.38,12581.66,14692.65,7576.61,70442.35,10788.04,11610.15,18576.9
2016/10/11,51898.82,7135.88,33149.33,2021.2,68002.64,12703.7,14372.08,7411.3,70632.52,10817.17,11599.76,18560.28
2016/10/12,51548.13,7088.81,32659.35,1991.33,67603.59,12632,14330.36,7389.79,70250.95,10758.73,11532.77,18456.72
2016/10/13,50494.51,6943.92,31869.97,1943.2,66204.04,12370.48,13961.85,7199.75,68668.41,10516.37,11273.54,18041.87
2016/10/14,51146.78,7033.62,32034.3,1953.22,67583.72,12628.28,14076.3,7258.77,69938.14,10710.82,11428.51,18289.87
2016/10/17,50769.01,6981.66,31796.16,1938.7,66726.35,12468.08,14110.91,7276.62,69268.15,10608.22,11367.13,18191.64
2016/10/18,51126.79,7030.87,31935.81,1947.21,67079.11,12533.99,14300.41,7374.34,69755.76,10682.89,11456.51,18334.69
2016/10/19,51504.87,7083.74,32131.38,1959.14,67821.15,12672.65,14363.77,7410.94,70449.28,10790.72,11538.82,18468.09
2016/10/20,51420.66,7072.16,32015.64,1952.08,67767.92,12662.7,14313.2,7384.85,70376.11,10779.52,11524.02,18444.4
2016/10/21,51629.23,7100.84,32578.11,1986.37,67697.77,12649.59,14393.56,7426.32,70417.21,10785.81,11562.6,18506.15
2016/10/24,51683.39,7108.29,32054.95,1954.48,68056.76,12716.7,14519.02,7491.05,70901.57,10860,11603.91,18572.3
2016/10/25,51749.86,7117.43,32385.37,1974.62,68102.04,12725.1,14439.91,7450.23,70827.76,10848.7,11613.18,18587.1
2016/10/26,51552.32,7090.28,32233.13,1965.34,67649.41,12640.6,14489.3,7475.71,70542.89,10805.1,11542.98,18474.8
2016/10/27,51139.66,7033.53,31775.28,1937.42,67154.18,12548.02,14396.25,7427.71,69990.27,10720.42,11466.9,18353.04
2016/10/28,50797.7,6986.5,31659.75,1930.38,66732.24,12469.18,14251,7352.76,69473.77,10641.31,11382.63,18218.16
2016/10/31,50590.08,6957.94,31214.71,1903.24,66098.75,12350.81,14457.81,7459.47,69205.67,10600.24,11375.9,18207.38
2016/11/01,51002.69,7014.69,32018.67,1952.26,66364.55,12400.48,14528.27,7495.82,69546.48,10652.44,11446.27,18320.02
2016/11/02,50384.87,6930.09,31314.83,1909.35,65428.67,12225.6,14506.73,7484.71,68769.88,10533.49,11332.96,18139.83
2016/11/03,50239.27,6910.06,31282.58,1907.38,65139.58,12171.58,14465.62,7463.5,68547.51,10499.43,11280.84,18056.41
2016/11/04,49686.1,6833.97,30875.69,1882.57,64655.03,12081.05,14176.01,7314.07,67834.72,10390.25,11088.14,17747.96
2016/11/07,50303.77,6918.93,31191.79,1901.85,65547.8,12247.86,14441.7,7451.16,68861.62,10547.54,11240.5,17991.84
2016/11/08,50700.7,6973.52,31387.35,1913.77,65793.99,12293.87,14760.35,7615.56,69447.74,10637.32,11351.85,18170.07
2016/11/09,50977.85,7011.82,32876.25,2004.55,65375.75,12215.71,14676.17,7572.13,69034.23,10573.98,11332.04,18138.89
2016/11/10,51493,7082.68,34177.06,2083.87,65787.64,12292.68,14535.71,7499.66,69222.39,10602.8,11364.12,18190.25
2016/11/11,50294.72,6917.85,33399.37,2036.45,64059.93,11969.85,14301.03,7378.58,67666.59,10364.5,11057.84,17699.99
2016/11/14,49731.89,6840.44,33368.27,2034.55,63087.46,11788.14,14067.99,7258.34,66598.36,10200.88,10908.82,17461.45
2016/11/15,49430.21,6798.94,32108.65,1957.75,62965.12,11765.28,14301.69,7378.92,66696.19,10215.86,10930.38,17495.97
